M-1-0277,44958,,,,,,Standard,Regular,,2018,Jononi Pharmacy,"Ranibari Chadpur. Sebgonj. Chapai Nawabganj , Post Code: 6321, City: Chapinawabganj",Chapainawabganj Sadar,Chapainawabganj,01713860392
M-1-0277,45025,,,,,,Standard,Regular,,2028,M/S Shuvo Enterprise,"Naruamala Bazar.Gabtoli.Bogra , Post Code: 5820, City: Bogra",Bogra Sadar,Bogra,01712694400
M-1-0277,45026,,,,,,Standard,Regular,,2680,Opi Telecom & Mobile Servicing Center & Photoghar,"Vill-Ambari Bazar.PO-Ambari.PS-Dowara.Dist-Sunamganj , Post Code: 3000, City: Sunamganj",Sunamganj Sadar,Sunamganj,01784754848
M-1-0277,45027,,,,,,Standard,Regular,,2580,Opi Telecom & Mobile Servicing Center & Photoghar,"Vill-Ambari Bazar.PO-Ambari.PS-Dowara.Dist-Sunamganj , Post Code: 3000, City: Sunamganj",Sunamganj Sadar,Sunamganj,01784754848
M-1-0277,45028,,,,,,Standard,Regular,,2580,Opi Telecom & Mobile Servicing Center & Photoghar,"Vill-Ambari Bazar.PO-Ambari.PS-Dowara.Dist-Sunamganj , Post Code: 3000, City: Sunamganj",Sunamganj Sadar,Sunamganj,01784754848
M-1-0277,45044,,,,,,Standard,Regular,,1285,Ahosan,"GP House
 Bashundhara R/A , Post Code: 1229, City: Dhaka",Banani,Dhaka,1711081049
M-1-0277,45050,,,,,,Standard,Regular,,1200,Mondol Electric.Electronics & Telecom,"Pabel Plaza College Gate. Kalihati. Tangail , Post Code: 1970, City: Tangail",Tangail Sadar,Tangail,01721742021
M-1-0277,45067,,,,,,Standard,Regular,,1750,Boys Telecom,"Noyonpur .Baroypara .Rajandapur Gazipur .Joydevpur .Gazipur 1703 , Post Code: 1703, City: Gazipur",Gazipur,Gazipur,01714533535
M-1-0277,45072,,,,,,Standard,Regular,,1850,Gabtoli Mobile Center,"Thana Market. Gabtoli Sadar. Gabtoli. Bogra. , Post Code: 5820, City: Bogra",Bogra Sadar,Bogra,01717521538
M-1-0277,45076,,,,,,Standard,Regular,,1650,Gabtoli Mobile Center,"Thana Market. Gabtoli Sadar. Gabtoli. Bogra. , Post Code: 5820, City: Bogra",Bogra Sadar,Bogra,01717521538
M-1-0277,45089,,,,,,Standard,Regular,,1398,M/S Konok Traders,"South Burail. Udakhali. Fulchari. Gaibandha , Post Code: 5760, City: Gaibandha",Gaibandha Sadar,Gaibandha,01714802070
M-1-0277,45090,,,,,,Standard,Regular,,1174,Fateha Telecom,"Medical More. Vimpur. Taraganj. Rangpur , Post Code: 5420, City: Rangpur",Rangpur,Rangpur,01788100144
M-1-0277,45091,,,,,,Standard,Regular,,1750,Paper House,"Adampur Bazar (Dokkhin Chowmohoni). Kamalganj. Moulvibazar , Post Code: 3222, City: Moulvibazar",Moulvibazar Sadar,Moulvibazar,01711910141
M-1-0277,45092,,,,,,Standard,Regular,,2150,Akhanda Cosmetics & Stationary,"School Road. Jhumarbari. Saghata. Gaibandha , Post Code: 5750, City: Gaibandha",Gaibandha Sadar,Gaibandha,01740992223
M-1-0277,45095,,,,,,Standard,Regular,,1980,Heeya Mobile Center,"Omurpur. ndigram. Bogra-5860. , Post Code: 5860, City: Bogra",Bogra Sadar,Bogra,01721208297
M-1-0277,45096,,,,,,Standard,Regular,,2149,Heeya Mobile Center,"Omurpur. ndigram. Bogra-5860. , Post Code: 5860, City: Bogra",Bogra Sadar,Bogra,01721208297
M-1-0277,45097,,,,,,Standard,Regular,,2074,Tahsin Telecom,"New Market  Sapahar. Naogaon , Post Code: 6560, City: Naogaon",Naogaon Sadar,Naogaon,01712234454
M-1-0277,45104,,,,,,Standard,Regular,,974,Nipen Telecom,"Bridge Road. Jumerbari. Shaghata. Gaibnadha. , Post Code: 5750, City: Gaibandha",Gaibandha Sadar,Gaibandha,01721591307
M-1-0277,45105,,,,,,Standard,Regular,,974,Nipen Telecom,"Bridge Road. Jumerbari. Shaghata. Gaibnadha. , Post Code: 5750, City: Gaibandha",Gaibandha Sadar,Gaibandha,01721591307
M-1-0277,45106,,,,,,Standard,Regular,,974,Nipen Telecom,"Bridge Road. Jumerbari. Shaghata. Gaibnadha. , Post Code: 5750, City: Gaibandha",Gaibandha Sadar,Gaibandha,01721591307
M-1-0277,45107,,,,,,Standard,Regular,,974,Nipen Telecom,"Bridge Road. Jumerbari. Shaghata. Gaibnadha. , Post Code: 5750, City: Gaibandha",Gaibandha Sadar,Gaibandha,01721591307
M-1-0277,45108,,,,,,Standard,Regular,,2619,RING TONE,"MUNICIPALTY SUPER MARKET. SRINAGAR. Munshigonj , Post Code: 1550, City: Munshiganj",Munshigonj Sadar,Munshiganj,01711224088
M-1-0277,45109,,,,,,Standard,Regular,,3152,Beach Boys Super Shop,"Rakhaine Para Road. Kuakata. Kalapara. Patuakhali. 8652 , Post Code: 8652, City: Patuakhali",Patuakhali Sadar,Patuakhali,01757998822
M-1-0277,45118,,,,,,Standard,Regular,,1720,ASIM SAHA,"khyerbari bazar,fulbari,dinajpur , Post Code: 5260, City: Dinajpur",Dinajpur Sadar,Dinajpur,1733289444
M-1-0277,45120,,,,,,Standard,Regular,,1880,ASIM SAHA,"khyerbari bazar,fulbari,dinajpur , Post Code: 5260, City: Dinajpur",Dinajpur Sadar,Dinajpur,1733289444
M-1-0277,45134,,,,,,Standard,Regular,,1515,National Telecom,"Bagbari. Gabtoli. Bogra. , Post Code: 5820, City: Bogra",Bogra Sadar,Bogra,01716504495
M-1-0277,45139,,,,,,Standard,Regular,,1974,Nipa Telecom,"Dhaka Bus Stand. Naogaon , Post Code: 6500, City: Naogaon",Naogaon Sadar,Naogaon,01735520520
M-1-0277,45145,,,,,,Standard,Regular,,1500,Nipa Telecom,"Dhaka Bus Stand. Naogaon , Post Code: 6500, City: Naogaon",Naogaon Sadar,Naogaon,01735520520
M-1-0277,45158,,,,,,Standard,Regular,,2080,M/S Rhino Traders,"Mia Para.Sadar. Jamalpur , Post Code: 2000, City: Jamalpur",Jamalpur Sadar,Jamalpur,01715024618
M-1-0277,45159,,,,,,Standard,Regular,,3440,M/S Rhino Traders,"Mia Para.Sadar. Jamalpur , Post Code: 2000, City: Jamalpur",Jamalpur Sadar,Jamalpur,01715024618
M-1-0277,45161,,,,,,Standard,Regular,,1998,Md Abdur Rakib,"Kalinagor. Nawabganj Sadar. Chapai Nawabganj , Post Code: 6302, City: Chapinawabganj",Chapainawabganj Sadar,Chapainawabganj,01774747700
M-1-0277,45175,,,,,,Standard,Regular,,1758,Bright Computer center,"Dhamoirhat Upozila porishod Market. Dhamoirhat. Naogaon. , Post Code: 6580, City: Naogaon",Naogaon Sadar,Naogaon,01716105687
M-1-0277,45178,,,,,,Standard,Regular,,1774,Kothok Telecom,"Sharaigachi More. Porsha. Naogaon , Post Code: 6552, City: Naogaon",Naogaon Sadar,Naogaon,01730902820
M-1-0277,45181,,,,,,Standard,Regular,,1725,Rabbi Hossain,"Jukti tola boro moshjid, Paksey , Post Code: 6622, City: Pabna",Pabna Sadar,Pabna,01797607508
M-1-0277,45183,,,,,,Standard,Regular,,149,Kesob Chandra Mojumder,"DH Maisha Enterprise,4th floor, sarail,B.baria. , Post Code: 3430, City: Brahmanbaria",Brahmanbaria Sadar,Brahmanbaria,01711507138
M-1-0277,45186,,,,,,Standard,Regular,,5146,Taseen telecom,"Sadullapur , Post Code: 5710, City: Gaibandha",Gaibandha Sadar,Gaibandha,01724121436
M-1-0277,45192,,,,,,Standard,Regular,,4999,Parents Telecom and Digital studio,"shipahipara. Bismillah plaza , shop no. 11/12 , Post Code: 1501, City: Munshiganj",Munshigonj Sadar,Munshiganj,1836913131
M-1-0277,45194,,,,,,Standard,Regular,,1155,Tele heart,"Shop No. D-1.2. Hasnabad Super Market. Keraniganj. Dhaka , Post Code: 1310, City: Dhaka",Keraniganj Sadar,Keraniganj,01711585544
M-1-0277,45196,,,,,,Standard,Regular,,1500,ASIM SAHA,"khyerbari bazar,fulbari,dinajpur , Post Code: 5260, City: Dinajpur",Dinajpur Sadar,Dinajpur,1733289444
M-1-0277,45197,,,,,,Standard,Regular,,2925,Brothers Telecom,"Hosandi Bazar. , Post Code: 2326, City: Kishoreganj",Kishoregonj Sadar,Kishoreganj,01713505478
M-1-0277,45198,,,,,,Standard,Regular,,1500,ASIM SAHA,"khyerbari bazar,fulbari,dinajpur , Post Code: 5260, City: Dinajpur",Dinajpur Sadar,Dinajpur,1733289444
M-1-0277,45204,,,,,,Standard,Regular,,1649,Bhai Bhai Fashion House,"Kalibari Bazar. Palashbari. Gaibandha , Post Code: 5730, City: Gaibandha",Gaibandha Sadar,Gaibandha,01719508220
M-1-0277,45208,,,,,,Standard,Regular,,1980,M/S Vai Vai Store,"Ambati more. Potnitola. Naogaon. , Post Code: 6540, City: Naogaon",Naogaon Sadar,Naogaon,01740915896
M-1-0277,45209,,,,,,Standard,Regular,,1980,Azad Varity Store,"Amair Meser Bazar. Potnitola. Naogaon , Post Code: 6540, City: Naogaon",Naogaon Sadar,Naogaon,01740904371
M-1-0277,45210,,,,,,Standard,Regular,,1998,Mobile Bazar,"Pailot High School More. Kalaroa. Satkhira. , Post Code: 9410, City: Satkhira",Satkhira Sadar,Satkhira,01771455045
M-1-0277,45213,,,,,,Standard,Regular,,1735,Khalil Mobile & Care,"Noyarhat Bazar. Ashulia. dhaka , Post Code: 1340, City: Dhaka",Savar model thana,Savar,01980708090
M-1-0277,45215,,,,,,Standard,Regular,,1945,M/S Tarak Veraitis Store,"Kumer Khali Daligor Nagor.Lalmnohan.Bhola , Post Code: 8330, City: Bhola",Bhola Sadar,Bhola,01727195315
M-1-0277,45217,,,,,,Standard,Regular,,1865,M/S Tarak Veraitis Store,"Kumer Khali Daligor Nagor.Lalmnohan.Bhola , Post Code: 8330, City: Bhola",Bhola Sadar,Bhola,01727195315
M-1-0277,45219,,,,,,Standard,Regular,,2245,Mahidur Computer & Studio,"Mirjapur Bazar. Sonamosjid. Shibganj. Chapai Nawabganj , Post Code: 6341, City: Chapinawabganj",Chapainawabganj Sadar,Chapainawabganj,01737666475
M-1-0277,45220,,,,,,Standard,Regular,,2245,Mahidur Computer & Studio,"Mirjapur Bazar. Sonamosjid. Shibganj. Chapai Nawabganj , Post Code: 6341, City: Chapinawabganj",Chapainawabganj Sadar,Chapainawabganj,01737666475
M-1-0277,45222,,,,,,Standard,Regular,,1500,Showkhin Shops,"BISIC Match Factory More. Boalia. Rajshahi , Post Code: 6203, City: Rajshahi",Rajshahi,Rajshahi,1711026360
M-1-0277,45223,,,,,,Standard,Regular,,1500,Showkhin Chemical,"BISIC Match Factory More,Boalia. Rajshahi , Post Code: 6203, City: Rajshahi",Rajshahi,Rajshahi,1711026360
M-1-0277,45225,,,,,,Standard,Regular,,1500,Showkhin Chemical,"BISIC Match Factory More. Boalia. Rajshahi , Post Code: 6203, City: Rajshahi",Rajshahi,Rajshahi,1711026360
M-1-0277,45227,,,,,,Standard,Regular,,110,Sudip Nondi,"Moula Boksh Karim Boksh,
 Purobi Super Market(4th Floor), Traffic Point, Sunamganj Sadar, Sunamganj , Post Code: 3000, City: Sunamganj",Sunamganj Sadar,Sunamganj,1719045005
M-1-0277,45230,,,,,,Standard,Regular,,2580,Opi Telecom & Mobile Servicing Center & Photoghar,"Vill-Ambari Bazar.PO-Ambari.PS-Dowara.Dist-Sunamganj , Post Code: 3000, City: Sunamganj",Sunamganj Sadar,Sunamganj,01784754848
M-1-0277,45231,,,,,,Standard,Regular,,2580,Opi Telecom & Mobile Servicing Center & Photoghar,"Vill-Ambari Bazar.PO-Ambari.PS-Dowara.Dist-Sunamganj , Post Code: 3000, City: Sunamganj",Sunamganj Sadar,Sunamganj,01784754848
M-1-0277,45232,,,,,,Standard,Regular,,974,Jisan Store,"Bhogirothpur. Mathbaria. Pirojpur , Post Code: 8560, City: Pirojpur",Pirojpur Sadar,Pirojpur,01713950062
M-1-0277,45233,,,,,,Standard,Regular,,1174,Jisan Store,"Bhogirothpur. Mathbaria. Pirojpur , Post Code: 8560, City: Pirojpur",Pirojpur Sadar,Pirojpur,01713950062
M-1-0277,45237,,,,,,Standard,Regular,,1980,Mostofa Battery,"Gojisahar Bazar. Niamotpur. Naogaon. , Post Code: 6520, City: Naogaon",Naogaon Sadar,Naogaon,01740960352
M-1-0277,45238,,,,,,Standard,Regular,,2065,Mamun Store,"Chatrajitpur. Kathaliya Para. Shibganj. Chapai Nawabganj , Post Code: 6300, City: Chapinawabganj",Chapainawabganj Sadar,Chapainawabganj,01740866056
M-1-0277,45239,,,,,,Standard,Regular,,3089,Mamun Store,"Chatrajitpur. Kathaliya Para. Shibganj. Chapai Nawabganj , Post Code: 6300, City: Chapinawabganj",Chapainawabganj Sadar,Chapainawabganj,01740866056
M-1-0277,45240,,,,,,Standard,Regular,,3085,Sabuz Varities Store,"Professor Colony. College Road. Gaibandha. , Post Code: 5700, City: Gaibandha",Gaibandha Sadar,Gaibandha,01786824444
M-1-0277,45242,,,,,,Standard,Regular,,0,Raju Cosmatic Gift & Mobile Corner,"Madrasha More. Sonatola. Bogra , Post Code: 5826, City: Bogra",Bogra Sadar,Bogra,01711572500
M-1-0277,45243,,,,,,Standard,Regular,,3000,Mayer Doa Mobile Servicing Center,"amin nagar Ramchandrapur Bazar. Muradnagar. Comilla , Post Code: 3540, City: Comilla",Comilla,Comilla,01711510877
M-1-0277,45244,,,,,,Standard,Regular,,1600,Khandakar Telecom,"147/1 
 
 Mirhajirbag.Dhaka , Post Code: 1204, City: Dhaka",Jatrabari,Dhaka,01829174444
M-1-0277,45245,,,,,,Standard,Regular,,1710,Khandakar Telecom,"147/1 
 
 Mirhajirbag.Dhaka , Post Code: 1204, City: Dhaka",Jatrabari,Dhaka,01829174444
M-1-0277,45249,,,,,,Standard,Regular,,2310,M/S. Hazi Telecom,"Dayemchati Bazar. 5No Nangolkot Union. Nangolkot. Comilla. , Post Code: 3580, City: Comilla",Comilla,Comilla,01811169000
M-1-0277,45251,,,,,,Standard,Regular,,2245,Ma Telecom,"Chandra More. Kaliakair. Gazipur , Post Code: 1750, City: Gazipur",Gazipur,Gazipur,1731511511
M-1-0277,45254,,,,,,Standard,Regular,,3790,Hatia Telecom,"Islamia Breakfield Road .Chotopul. South Agrabad , Post Code: 4216, City: Chittagong",Kotwali,Chittagong,1716414236
M-1-0277,45256,,,,,,Standard,Regular,,520,Faiaze,"GPHouse, Bashundhara , Post Code: 1229, City: Dhaka",Banani,Dhaka,1711091304
M-1-0277,45257,,,,,,Standard,Regular,,1980,Yeahia  Store,"Momtazgonj Bazar. P.O Momtazgonj Bazar. P.S Kanaighat. Dist Sylhet. , Post Code: 3100, City: Sylhet",Jalalabad,Sylhet,01728187664
M-1-0277,45258,,,,,,Standard,Regular,,1880,Yeahia  Store,"Momtazgonj Bazar. P.O Momtazgonj Bazar. P.S Kanaighat. Dist Sylhet. , Post Code: 3100, City: Sylhet",Jalalabad,Sylhet,01728187664
M-1-0277,45260,,,,,,Standard,Regular,,1750,Yeahia  Store,"Momtazgonj Bazar. P.O Momtazgonj Bazar. P.S Kanaighat. Dist Sylhet. , Post Code: 3100, City: Sylhet",Jalalabad,Sylhet,01728187664
M-1-0277,45261,,,,,,Standard,Regular,,1989,CHOWDHURY COMPUTERS & TELECOM,"Bordia Bazar. Kalia. Narail. , Post Code: 7514, City: Narail",Narail Sadar,Narail,01711332122
