M-1-0277,17067,,,,,,Standard,Regular,,155,Bidyut Majumdar,"2nd floor,tareq building, ibrahim mosjid gait,osmany road,nobigonj , Post Code: 3370, City: Hobiganj",Habiganj Sadar,Habiganj,1712321622
M-1-0277,17069,,,,,,Standard,Regular,,1507,M.T.I Telecom,"Kumorpur Bazar. Vogdanga. Kurigram , Post Code: 5600, City: Kurigram",Kurigram Sadar,Kurigram,01713355743
M-1-0277,17070,,,,,,Standard,Regular,,1890,Brothers Telecom,"Brothers Telecom, Nasaratpur, Adamdighi, Bogra. , Post Code: 5892, City: Bogra",Bogra Sadar,Bogra,01713222974
M-1-0277,17072,,,,,,Standard,Regular,,1624,Tanjir Telecom,"Gandhina Bazar . Kalihati . Tangail , Post Code: 1900, City: Tangail",Tangail Sadar,Tangail,01786042353
M-1-0277,17073,,,,,,Standard,Regular,,2540,S.Alam Computer,"Ghogadoho Bazar. Ghogadoho. Kurigram , Post Code: 5600, City: Kurigram",Kurigram Sadar,Kurigram,01718734300
M-1-0277,17074,,,,,,Standard,Regular,,2115,Paper House,"Adampur Bazar (Dokkhin Chowmohoni). Kamalganj. Moulvibazar , Post Code: 3200, City: Moulvibazar",Moulvibazar Sadar,Moulvibazar,01711910141
M-1-0277,17078,,,,,,Standard,Regular,,3467,Kulsum Telecom,"Ahsan, Mundumala Bazar, Tanore, Rajshahi , Post Code: 6203, City: Rajshahi",Rajshahi,Rajshahi,01740610400
M-1-0277,17084,,,,,,Standard,Regular,,3975,Jewel Telecom,"37,City Club Market,Mirpur 12,Pallabi,Dhaka 1216 , Post Code: 1216, City: Dhaka",Mirpur,Dhaka,01715159229
M-1-0277,17091,,,,,,Standard,Regular,,1690,New Cycle Store,"Lahiri Hat. Baliadangi. Thakurgaon , Post Code: 5141, City: Thakurgaon",Thakurgaon Sadar,Thakurgaon,1750620000
M-1-0277,17096,,,,,,Standard,Regular,,3590,Nuha Electronis,"Nanduhar Bazar. Nesarabad.Pirojpur , Post Code: 8520, City: Pirojpur",Pirojpur Sadar,Pirojpur,01718347235
M-1-0277,17099,,,,,,Standard,Regular,,1522,M/S uzzal telecom,"Astadhar Bazer. Sadar Mymensingh. Mymensingh. , Post Code: 2200, City: Mymensingh",Mymensingh,Mymensingh,01711519857
M-1-0277,17100,,,,,,Standard,Regular,,1511,Master Medical Hall,"Shadullachor Bazar.  kishoregonjKishoregonj SadarKishoregonj , Post Code: 2300, City: Kishoreganj",Kishoregonj Sadar,Kishoreganj,01713593457
M-1-0277,17101,,,,,,Standard,Regular,,1501,Moubon-1,"Dingadoba. Rajpara. Rajshahi , Post Code: 6000, City: Rajshahi",Rajshahi,Rajshahi,01754008160
M-1-0277,17103,,,,,,Standard,Regular,,3700,Moubon-1,"Dingadoba. Rajpara. Rajshahi , Post Code: 6000, City: Rajshahi",Rajshahi,Rajshahi,01754008160
M-1-0277,17104,,,,,,Standard,Regular,,1740,Master Telecom,"Askarabad. D T Road Chittagong , Post Code: 4000, City: Chittagong",Kotwali,Chittagong,01717148000
M-1-0277,17111,,,,,,Standard,Regular,,2780,Bondhu Telecom,"Talondo Bazar.Tanore.Rajshahi , Post Code: 6230, City: Rajshahi",Rajshahi,Rajshahi,1768817475
M-1-0277,17115,,,,,,Standard,Regular,,2285,Tanni Homeo Hall,"Zangai Bazar. Hakimpur. Dinajpur , Post Code: 5270, City: Dinajpur",Dinajpur Sadar,Dinajpur,01740959554
M-1-0277,17121,,,,,,Standard,Regular,,1740,Rubel Telecom,"Tarokhadia Dabtolar More. Rajpara. Rajshahi , Post Code: 6000, City: Rajshahi",Rajshahi,Rajshahi,01774109999
M-1-0277,17122,,,,,,Standard,Regular,,1705,Sky Computer Net,"E-Block. Main Road Shajalal Uposhohor. Sylhet , Post Code: 3100, City: Sylhet",Jalalabad,Sylhet,01719895153
M-1-0277,17123,,,,,,Standard,Regular,,1514,Azad Varity Store,"Amair Meser Bazar. Potnitola. Naogaon , Post Code: 6540, City: Naogaon",Naogaon Sadar,Naogaon,01740904371
M-1-0277,17135,,,,,,Standard,Regular,,1500,Mukta Digital Studio,"Satnai. Balapara. Dimla. Nilphamari , Post Code: 5350, City: Nilphamari",Nilphamari Sadar,Nilphamari,01740488166
M-1-0277,17137,,,,,,Standard,Regular,,1590,Shuvo Enterprise,"Kutibari Hut. Mohonpur. Rajshahi , Post Code: 6220, City: Rajshahi",Rajshahi,Rajshahi,01716373927
M-1-0277,17138,,,,,,Standard,Regular,,1590,Shuvo Enterprise,"Kutibari Hut. Mohonpur. Rajshahi , Post Code: 6220, City: Rajshahi",Rajshahi,Rajshahi,01716373927
M-1-0277,17139,,,,,,Standard,Regular,,1615,M/S Atik Electric & Electronics,"Mougasi Bazar. Mohonpur. Rajshahi , Post Code: 6220, City: Rajshahi",Rajshahi,Rajshahi,01770625863
M-1-0277,17140,,,,,,Standard,Regular,,1975,M/S Atik Electric & Electronics,"Mougasi Bazar. Mohonpur. Rajshahi , Post Code: 6220, City: Rajshahi",Rajshahi,Rajshahi,01770625863
M-1-0277,17143,,,,,,Standard,Regular,,1590,Biswas Traders,"Primary School More Uposhohor Boalia Rajshahi , Post Code: 6202, City: Rajshahi",Rajshahi,Rajshahi,01721337188
M-1-0277,17147,,,,,,Standard,Regular,,1606,Shomir Electronics,"Baradi Bazar. Meherpur , Post Code: 7100, City: Meherpur",Meherpur Sadar,Meherpur,01714812532
